term,course,user,date,time,lat,lon
E2014,99000,406,2014-09-01,09-30,55.78278136970397,12.526130802290627
E2014,99000,406,2014-09-01,09-45,55.782832946123506,12.525869387740075
E2014,99000,406,2014-09-01,10-00,55.78308361248147,12.525671837530851
E2014,99000,406,2014-09-01,10-15,55.78291994860332,12.525401872900803
E2014,99000,406,2014-09-01,10-30,55.78292590487017,12.525218893380682
E2014,99000,406,2014-09-01,10-45,55.78320320875896,12.524964262476411
E2014,99000,563,2014-09-01,09-00,55.786347373999014,12.527979957630981
E2014,99000,563,2014-09-01,09-15,55.78653453699421,12.527703834973568
E2014,99000,563,2014-09-01,09-30,55.78681450658824,12.527541087160944
E2014,99000,563,2014-09-01,09-45,55.78703982531688,12.527724718241199
E2014,99000,563,2014-09-01,10-00,55.786805555943445,12.52795961355971
E2014,99000,563,2014-09-01,10-15,55.78698735875344,12.528138774993174
E2014,99000,563,2014-09-01,10-30,55.78680085838112,12.528064842295008
E2014,99000,563,2014-09-01,10-45,55.786638542936586,12.528200884403443
E2014,99000,47,2014-09-01,09-00,55.781692124611666,12.524482347964689
E2014,99000,47,2014-09-01,09-15,55.78152524547089,12.524771318995757
E2014,99000,47,2014-09-01,09-30,55.78128267137439,12.525018284440478
E2014,99000,47,2014-09-01,09-45,55.7813365389379,12.525150038060412
E2014,99000,47,2014-09-01,10-00,55.78120971594691,12.524977819504251
E2014,99000,47,2014-09-01,10-15,55.78136435502888,12.52477814145548
E2014,99000,47,2014-09-01,10-30,55.781334570353785,12.524639960485954
E2014,99000,47,2014-09-01,10-45,55.781189283366515,12.524697860785112
E2014,99000,815,2014-09-01,09-00,55.77829550702685,12.528110357397717
E2014,99000,815,2014-09-01,09-15,55.778150494050585,12.528139601097896
E2014,99000,815,2014-09-01,09-30,55.77836197203892,12.528330605584227
E2014,99000,815,2014-09-01,09-45,55.77808199720214,12.528238755846468
E2014,99000,815,2014-09-01,10-00,55.77829384009651,12.528247248291558
E2014,99000,815,2014-09-01,10-15,55.77819092450355,12.528080096560128
E2014,99000,815,2014-09-01,10-30,55.77825602281153,12.52807496680098
E2014,99000,815,2014-09-01,10-45,55.77797632441239,12.528346836804914
E2014,99000,752,2014-09-01,09-00,55.78478275300769,12.527398090302258
E2014,99000,752,2014-09-01,09-15,55.78462366890003,12.527434707310478
E2014,99000,752,2014-09-01,09-30,55.784794530273906,12.527432672006375
E2014,99000,752,2014-09-01,09-45,55.784804469887874,12.527500842568685
E2014,99000,752,2014-09-01,10-00,55.784650453035404,12.52747819599002
E2014,99000,752,2014-09-01,10-15,55.78466811860676,12.527362275378874
E2014,99000,752,2014-09-01,10-30,55.784555836231334,12.527342536798706
E2014,99000,752,2014-09-01,10-45,55.784822002548665,12.527245963249568
E2014,99000,46,2014-09-01,09-00,55.78516418370953,12.515799249820803
E2014,99000,46,2014-09-01,09-15,55.785314185621026,12.51559022160883
E2014,99000,46,2014-09-01,09-30,55.78508109441618,12.515657001322959
E2014,99000,46,2014-09-01,09-45,55.785360338126374,12.515814289647286
E2014,99000,46,2014-09-01,10-00,55.785286243941336,12.515522739979822
E2014,99000,46,2014-09-01,10-15,55.78522646144001,12.515662518084651
E2014,99000,46,2014-09-01,10-30,55.78548415721047,12.515511891461866
E2014,99000,46,2014-09-01,10-45,55.78544148709904,12.51554625823612
E2014,99000,326,2014-09-01,09-00,55.78819541653139,12.523837737482342
E2014,99000,326,2014-09-01,09-15,55.78798700774937,12.523708452989567
E2014,99000,326,2014-09-01,09-30,55.78817093758567,12.52388443060814
E2014,99000,326,2014-09-01,09-45,55.787988781427444,12.524089616310023
E2014,99000,326,2014-09-01,10-00,55.78817210558122,12.523843015071153
E2014,99000,326,2014-09-01,10-15,55.78804671226332,12.52375658892414
E2014,99000,326,2014-09-01,10-30,55.78811668222666,12.523837481306707
E2014,99000,326,2014-09-01,10-45,55.7878390574998,12.52397987183729
E2014,99000,54,2014-09-01,09-00,55.78561228558118,12.524848296044139
E2014,99000,54,2014-09-01,09-15,55.78573945688785,12.52476944242433
E2014,99000,54,2014-09-01,09-30,55.78564936082968,12.524513953820236
E2014,99000,54,2014-09-01,09-45,55.785363550164995,12.524527516417223
E2014,99000,54,2014-09-01,10-00,55.78516663578811,12.524513902559846
E2014,99000,54,2014-09-01,10-15,55.78538821008909,12.524365467511275
E2014,99000,54,2014-09-01,10-30,55.78550926024097,12.524362110485857
E2014,99000,54,2014-09-01,10-45,55.7857982128351,12.52409193425629
E2014,99000,780,2014-09-01,09-00,55.79106076002807,12.522789015864161
E2014,99000,780,2014-09-01,09-15,55.79103456819528,12.522586469306553
E2014,99000,780,2014-09-01,09-30,55.790845420990415,12.522468362246977
E2014,99000,780,2014-09-01,09-45,55.79097629459624,12.522418346488138
E2014,99000,780,2014-09-01,10-00,55.791119129563135,12.522543341776695
E2014,99000,780,2014-09-01,10-15,55.791199352493216,12.522646605223555
E2014,99000,780,2014-09-01,10-30,55.79112965624534,12.522517269544679
E2014,99000,780,2014-09-01,10-45,55.79129220119242,12.522763668648423
E2014,99000,244,2014-09-01,09-00,55.78332410258816,12.53058165371823
E2014,99000,244,2014-09-01,09-15,55.78349935801031,12.530835314996702
E2014,99000,244,2014-09-01,09-30,55.78351905645045,12.530902367626114
E2014,99000,244,2014-09-01,09-45,55.78345308628658,12.530932147014688
E2014,99000,244,2014-09-01,10-00,55.78370467258194,12.531126596437923
E2014,99000,244,2014-09-01,10-15,55.78396407594652,12.531049023859257
E2014,99000,244,2014-09-01,10-30,55.783939828945485,12.531343154762924
E2014,99000,244,2014-09-01,10-45,55.78388315911837,12.531298800782269
E2014,99000,44,2014-09-01,09-00,55.78197642112846,12.528379450938287
E2014,99000,44,2014-09-01,09-15,55.78177949184921,12.528588733360012
E2014,99000,44,2014-09-01,09-30,55.78152857748551,12.52841325311046
E2014,99000,44,2014-09-01,09-45,55.781591368759386,12.528447155531495
E2014,99000,44,2014-09-01,10-00,55.7817328444566,12.528737264977643
E2014,99000,44,2014-09-01,10-15,55.78156927818791,12.528474018110684
E2014,99000,44,2014-09-01,10-30,55.78168576516568,12.528568070693433
E2014,99000,44,2014-09-01,10-45,55.78181398657283,12.528656901872624
E2014,99000,389,2014-09-08,09-00,55.78914748486013,12.518025549222315
E2014,99000,389,2014-09-08,09-15,55.78921974810046,12.518211526619947
E2014,99000,389,2014-09-08,09-30,55.789096273540835,12.518400688925812
E2014,99000,389,2014-09-08,09-45,55.789276448367886,12.518271123743656
E2014,99000,389,2014-09-08,10-00,55.78939468928261,12.518187888278836
E2014,99000,389,2014-09-08,10-15,55.78963092658057,12.518181556314865
E2014,99000,389,2014-09-08,10-30,55.789518807394415,12.518069499488831
E2014,99000,389,2014-09-08,10-45,55.78952477742604,12.517997364872754
E2014,99000,17,2014-09-08,09-00,55.782858439513056,12.513676759517407
E2014,99000,17,2014-09-08,09-15,55.78313243527645,12.51345803390313
E2014,99000,17,2014-09-08,09-30,55.78294758716329,12.513172996947096
E2014,99000,17,2014-09-08,09-45,55.78283569072842,12.512987162749264
E2014,99000,17,2014-09-08,10-00,55.78311005156054,12.512872415916169
E2014,99000,17,2014-09-08,10-15,55.78331860272013,12.512800948980086
E2014,99000,17,2014-09-08,10-30,55.78333562933743,12.512610122547533
E2014,99000,17,2014-09-08,10-45,55.783109063907226,12.512756842257268
E2014,99000,482,2014-09-08,09-00,55.779981128506215,12.519642352325077
E2014,99000,482,2014-09-08,09-15,55.779882607976226,12.519477842396832
E2014,99000,482,2014-09-08,09-30,55.77992519159868,12.519292287897231
E2014,99000,482,2014-09-08,09-45,55.78019061024779,12.519360944370614
E2014,99000,482,2014-09-08,10-00,55.78014555258209,12.519171350180311
E2014,99000,482,2014-09-08,10-15,55.78026260549078,12.519194148118727
E2014,99000,482,2014-09-08,10-30,55.78025177138449,12.519031449467372
E2014,99000,482,2014-09-08,10-45,55.78030793520599,12.518964663000446
E2014,99000,799,2014-09-08,09-00,55.7789913973895,12.530494610887027
E2014,99000,799,2014-09-08,09-15,55.77897721324714,12.530525954996872
E2014,99000,799,2014-09-08,09-30,55.77888721256926,12.530536632194734
E2014,99000,799,2014-09-08,09-45,55.778635959372764,12.53042860254384
E2014,99000,799,2014-09-08,10-00,55.77870531901739,12.53065614658356
E2014,99000,799,2014-09-08,10-15,55.779001730155656,12.5305648125029
E2014,99000,799,2014-09-08,10-30,55.7791886955846,12.530370748787918
E2014,99000,799,2014-09-08,10-45,55.77906126363174,12.530632921776196
E2014,99000,406,2014-09-08,09-00,55.77842127120277,12.519966977790745
E2014,99000,406,2014-09-08,09-15,55.77830423735423,12.519905236856081
E2014,99000,406,2014-09-08,09-30,55.778480009042156,12.519798647018135
E2014,99000,406,2014-09-08,09-45,55.77833187135603,12.51958621731105
E2014,99000,406,2014-09-08,10-00,55.778529922779114,12.519364371986113
E2014,99000,406,2014-09-08,10-15,55.77854850316621,12.519544061920843
E2014,99000,406,2014-09-08,10-30,55.77842044044478,12.519755194944224
E2014,99000,406,2014-09-08,10-45,55.778582980594194,12.519927404933643
E2014,99000,563,2014-09-08,09-00,55.78103625024659,12.51334222192743
E2014,99000,563,2014-09-08,09-15,55.78106728575299,12.513106323297492
E2014,99000,563,2014-09-08,09-30,55.7812461081653,12.512960260688406
E2014,99000,563,2014-09-08,09-45,55.78135149209039,12.512862156857452
E2014,99000,563,2014-09-08,10-00,55.781095798676574,12.513089757126533
E2014,99000,563,2014-09-08,10-15,55.78136685103441,12.512990862607888
E2014,99000,563,2014-09-08,10-30,55.781229331386896,12.512711807222159
E2014,99000,563,2014-09-08,10-45,55.78104479121508,12.512769623633373
E2014,99000,47,2014-09-08,09-00,55.781936071037016,12.510462386641544
E2014,99000,47,2014-09-08,09-15,55.781713434889326,12.510427130075161
E2014,99000,47,2014-09-08,09-30,55.78166490944825,12.5102880726655
E2014,99000,47,2014-09-08,09-45,55.78159630836452,12.510462636964792
E2014,99000,47,2014-09-08,10-00,55.781425922923276,12.510512392645177
E2014,99000,47,2014-09-08,10-15,55.78166889294676,12.510354510636146
E2014,99000,47,2014-09-08,10-30,55.78171735270431,12.510326844776296
E2014,99000,47,2014-09-08,10-45,55.78168707380308,12.51018572014134
E2014,99000,815,2014-09-08,09-00,55.78889883287223,12.509120597652249
E2014,99000,815,2014-09-08,09-15,55.78873416178974,12.508831263138932
E2014,99000,815,2014-09-08,09-30,55.788932008746755,12.50888089064787
E2014,99000,815,2014-09-08,09-45,55.788889043996576,12.508706735123713
E2014,99000,815,2014-09-08,10-00,55.78889290615973,12.508610453528318
E2014,99000,815,2014-09-08,10-15,55.788668170604836,12.508558687464976
E2014,99000,815,2014-09-08,10-30,55.78894529226434,12.508727516171193
E2014,99000,815,2014-09-08,10-45,55.78905159369012,12.508725605291076
E2014,99000,752,2014-09-08,09-00,55.78340325201449,12.51867714188714
E2014,99000,752,2014-09-08,09-15,55.78367537842309,12.518450656505491
E2014,99000,752,2014-09-08,09-30,55.783906584058656,12.51820420371734
E2014,99000,752,2014-09-08,09-45,55.784072093386165,12.518021615641054
E2014,99000,752,2014-09-08,10-00,55.784049830041816,12.517925311240482
E2014,99000,752,2014-09-08,10-15,55.78412128344418,12.51817484380325
E2014,99000,752,2014-09-08,10-30,55.78410216820322,12.51829326328987
E2014,99000,752,2014-09-08,10-45,55.78387960092659,12.518292673066481
E2014,99000,46,2014-09-08,09-00,55.78114977332884,12.509716501021375
E2014,99000,46,2014-09-08,09-15,55.78113734197488,12.509706950235367
E2014,99000,46,2014-09-08,09-30,55.78120029324125,12.509496179515954
E2014,99000,46,2014-09-08,09-45,55.781468452198624,12.509768886869939
E2014,99000,46,2014-09-08,10-00,55.78140417769079,12.509715487150965
E2014,99000,46,2014-09-08,10-15,55.78161670083636,12.50977805555344
E2014,99000,46,2014-09-08,10-30,55.78162534653771,12.50971947672143
E2014,99000,46,2014-09-08,10-45,55.78146270589848,12.509824216346795
E2014,99000,326,2014-09-08,09-00,55.786396738657224,12.518076676300533
E2014,99000,326,2014-09-08,09-15,55.78635042886504,12.518093027359384
E2014,99000,326,2014-09-08,09-30,55.78656485537483,12.518335369752334
E2014,99000,326,2014-09-08,09-45,55.786823325187115,12.518275674485158
E2014,99000,326,2014-09-08,10-00,55.786849527542316,12.518514779540086
E2014,99000,326,2014-09-08,10-15,55.78709381732385,12.518708245467463
E2014,99000,326,2014-09-08,10-30,55.78723773583222,12.51873240241583
E2014,99000,326,2014-09-08,10-45,55.787294850418625,12.518917482213386
E2014,99000,54,2014-09-08,09-00,55.789888560494234,12.509489060360586
E2014,99000,54,2014-09-08,09-15,55.789940852731426,12.509495162387198
E2014,99000,54,2014-09-08,09-30,55.78992414040094,12.509531826700314
E2014,99000,54,2014-09-08,09-45,55.790007703584116,12.50943829554325
E2014,99000,54,2014-09-08,10-00,55.789829174970514,12.509417297220173
E2014,99000,54,2014-09-08,10-15,55.789967695934955,12.509691577900524
E2014,99000,54,2014-09-08,10-30,55.789740817486255,12.50960695784482
E2014,99000,54,2014-09-08,10-45,55.789841814102104,12.509810001157971
E2014,99000,780,2014-09-08,09-00,55.78125576941529,12.528690799545826
E2014,99000,780,2014-09-08,09-15,55.780979468073326,12.52882399761368
E2014,99000,780,2014-09-08,09-30,55.78109466162863,12.52882997248017
E2014,99000,780,2014-09-08,09-45,55.7810101629861,12.528611718933806
E2014,99000,780,2014-09-08,10-00,55.78116730048123,12.528368525075386
E2014,99000,780,2014-09-08,10-15,55.78108987389227,12.52832101877026
E2014,99000,780,2014-09-08,10-30,55.78102432622447,12.528475516459135
E2014,99000,780,2014-09-08,10-45,55.781285372692395,12.528706442503646
E2014,99000,244,2014-09-08,09-00,55.790598361539004,12.528358466628811
E2014,99000,244,2014-09-08,09-15,55.790506650802335,12.52831666685323
E2014,99000,244,2014-09-08,09-30,55.79057769764957,12.528319315381408
E2014,99000,244,2014-09-08,09-45,55.790516241081704,12.528286123582069
E2014,99000,244,2014-09-08,10-00,55.790541875096864,12.528172657905467
E2014,99000,244,2014-09-08,10-15,55.79056726488049,12.52796364553803
E2014,99000,244,2014-09-08,10-30,55.79084451194592,12.527832939571136
E2014,99000,244,2014-09-08,10-45,55.79092098785886,12.527954676411799
E2014,99000,44,2014-09-08,09-00,55.77914211614982,12.530593226113385
E2014,99000,44,2014-09-08,09-15,55.779059198418906,12.530765434959916
E2014,99000,44,2014-09-08,09-30,55.77924510621659,12.530637262360003
E2014,99000,44,2014-09-08,09-45,55.77935542807637,12.530906984901785
E2014,99000,44,2014-09-08,10-00,55.77938722012353,12.531127174094825
E2014,99000,44,2014-09-08,10-15,55.779187986064834,12.531395758616597
E2014,99000,44,2014-09-08,10-30,55.779098438417215,12.531342348263284
E2014,99000,44,2014-09-08,10-45,55.77890498957398,12.531363005270338
E2014,99000,389,2014-09-15,09-00,55.78226910317248,12.522279865347064
E2014,99000,389,2014-09-15,09-15,55.78204439467609,12.522135771378657
E2014,99000,389,2014-09-15,09-30,55.78180440733549,12.522262308513739
E2014,99000,389,2014-09-15,09-45,55.781536693345245,12.522014214148905
E2014,99000,389,2014-09-15,10-00,55.78138830860299,12.522100336080188
E2014,99000,389,2014-09-15,10-15,55.78134068069656,12.522321836396657
E2014,99000,389,2014-09-15,10-30,55.78132674060215,12.522577711038275
E2014,99000,389,2014-09-15,10-45,55.7811516872951,12.522304864262018
E2014,99000,17,2014-09-15,09-00,55.79006149540174,12.51284896001167
E2014,99000,17,2014-09-15,09-15,55.789919603026824,12.512850143184027
E2014,99000,17,2014-09-15,09-30,55.789880516595204,12.512961358731078
E2014,99000,17,2014-09-15,09-45,55.789800680156155,12.512878802091564
E2014,99000,17,2014-09-15,10-00,55.789915651662824,12.512895130606209
E2014,99000,17,2014-09-15,10-15,55.789722978488655,12.512606113462242
E2014,99000,17,2014-09-15,10-30,55.78960919744731,12.512893717381045
E2014,99000,17,2014-09-15,10-45,55.78938270387049,12.512989476159568
E2014,99000,482,2014-09-15,09-00,55.79039901010022,12.51091289564795
E2014,99000,482,2014-09-15,09-15,55.79066413892967,12.510781950981103
E2014,99000,482,2014-09-15,09-30,55.790771961851824,12.510692041114732
E2014,99000,482,2014-09-15,09-45,55.79097556257282,12.510971987882565
E2014,99000,482,2014-09-15,10-00,55.7910787901819,12.511165166452406
E2014,99000,482,2014-09-15,10-15,55.79136020604897,12.511382042374812
E2014,99000,482,2014-09-15,10-30,55.79140070438524,12.511136388474673
E2014,99000,482,2014-09-15,10-45,55.79114755729376,12.510890993788278
E2014,99000,799,2014-09-15,09-00,55.782244339691324,12.521087351272627
E2014,99000,799,2014-09-15,09-15,55.78213005790541,12.520995245585567
E2014,99000,799,2014-09-15,09-30,55.78231220837185,12.520922513800986
E2014,99000,799,2014-09-15,09-45,55.78235348044681,12.520831478534621
E2014,99000,799,2014-09-15,10-00,55.78205930055093,12.521099339997352
E2014,99000,799,2014-09-15,10-15,55.78199857776974,12.521303968080533
E2014,99000,799,2014-09-15,10-30,55.78186852993049,12.521394328127025
E2014,99000,799,2014-09-15,10-45,55.781856293644005,12.521590722699932
E2014,99000,406,2014-09-15,09-00,55.791536134727174,12.514986808723704
E2014,99000,406,2014-09-15,09-15,55.791349708735325,12.514886058846132
E2014,99000,406,2014-09-15,09-30,55.79116650153558,12.51464098228902
E2014,99000,406,2014-09-15,09-45,55.791113723954496,12.514514476881434
E2014,99000,406,2014-09-15,10-00,55.791371729312644,12.514787971222564
E2014,99000,406,2014-09-15,10-15,55.7916640554225,12.514577067731189
E2014,99000,406,2014-09-15,10-30,55.7919409332232,12.51434737064112
E2014,99000,406,2014-09-15,10-45,55.79186844736776,12.514234309188838
E2014,99000,563,2014-09-15,09-00,55.78899278159266,12.515584427882047
E2014,99000,563,2014-09-15,09-15,55.78899070637858,12.51580221123472
E2014,99000,563,2014-09-15,09-30,55.78912281193248,12.515908434744249
E2014,99000,563,2014-09-15,09-45,55.78931620134982,12.516207076849417
E2014,99000,563,2014-09-15,10-00,55.78914487410727,12.515922975937187
E2014,99000,563,2014-09-15,10-15,55.7891366230454,12.515876139682215
E2014,99000,563,2014-09-15,10-30,55.78891708882275,12.515786373653487
E2014,99000,563,2014-09-15,10-45,55.788726572665,12.515751237560826
E2014,99000,47,2014-09-15,09-00,55.78494735962982,12.51632281381651
E2014,99000,47,2014-09-15,09-15,55.7850273929743,12.516184261946389
E2014,99000,47,2014-09-15,09-30,55.78526679066657,12.51591582744103
E2014,99000,47,2014-09-15,09-45,55.78528089018853,12.515641968111812
E2014,99000,47,2014-09-15,10-00,55.78512118309532,12.515821210025777
E2014,99000,47,2014-09-15,10-15,55.784938110039704,12.515991690861132
E2014,99000,47,2014-09-15,10-30,55.78478720354511,12.515809348311711
E2014,99000,47,2014-09-15,10-45,55.78455946584028,12.516052206912496
E2014,99000,815,2014-09-15,09-00,55.78929356227654,12.51649550089626
E2014,99000,815,2014-09-15,09-15,55.78955373833822,12.516793228768874
E2014,99000,815,2014-09-15,09-30,55.789799470775726,12.516790639786754
E2014,99000,815,2014-09-15,09-45,55.78959631987954,12.51659917931482
E2014,99000,815,2014-09-15,10-00,55.78967547890745,12.516320910440683
E2014,99000,815,2014-09-15,10-15,55.78964286533573,12.516265029144735
E2014,99000,815,2014-09-15,10-30,55.789404307324496,12.516162531642442
E2014,99000,815,2014-09-15,10-45,55.78947200857473,12.51618000167303
E2014,99000,752,2014-09-15,09-00,55.779916157244465,12.516648254270613
E2014,99000,752,2014-09-15,09-15,55.779857126554695,12.516835811540771
E2014,99000,752,2014-09-15,09-30,55.77989215062997,12.516703362637513
E2014,99000,752,2014-09-15,09-45,55.7801038817194,12.516541399513773
E2014,99000,752,2014-09-15,10-00,55.78003912973327,12.516330935226726
E2014,99000,752,2014-09-15,10-15,55.77989690636156,12.51628107462573
E2014,99000,752,2014-09-15,10-30,55.77967625234076,12.516024375381116
E2014,99000,752,2014-09-15,10-45,55.77990238323242,12.516210973244673
E2014,99000,46,2014-09-15,09-00,55.789368522562675,12.52370217266946
E2014,99000,46,2014-09-15,09-15,55.78922512309696,12.523999119085458
E2014,99000,46,2014-09-15,09-30,55.78948509922586,12.524171683824381
E2014,99000,46,2014-09-15,09-45,55.78976088738719,12.523893729691636
E2014,99000,46,2014-09-15,10-00,55.78993490406707,12.524061159421029
E2014,99000,46,2014-09-15,10-15,55.78999974494546,12.523769490878719
E2014,99000,46,2014-09-15,10-30,55.789809411763926,12.523680580334869
E2014,99000,46,2014-09-15,10-45,55.790025427293116,12.523725154873624
E2014,99000,326,2014-09-15,09-00,55.78330891504613,12.5131495344808
E2014,99000,326,2014-09-15,09-15,55.7835483308784,12.513266777703521
E2014,99000,326,2014-09-15,09-30,55.78355805177992,12.513361653975855
E2014,99000,326,2014-09-15,09-45,55.78346243181541,12.513553042417039
E2014,99000,326,2014-09-15,10-00,55.783703303664744,12.513793350538068
E2014,99000,326,2014-09-15,10-15,55.78390887997001,12.513649444619162
E2014,99000,326,2014-09-15,10-30,55.78407107174501,12.51352210720301
E2014,99000,326,2014-09-15,10-45,55.78397265300781,12.513637069811725
E2014,99000,54,2014-09-15,09-00,55.77980090972276,12.526661493534313
E2014,99000,54,2014-09-15,09-15,55.779917963175436,12.526642978279869
E2014,99000,54,2014-09-15,09-30,55.77983076570775,12.526442012371161
E2014,99000,54,2014-09-15,09-45,55.77971991764484,12.526142597921254
E2014,99000,54,2014-09-15,10-00,55.779995362815825,12.526125748441522
E2014,99000,54,2014-09-15,10-15,55.77979378461985,12.525882813972325
E2014,99000,54,2014-09-15,10-30,55.77995659752496,12.525804478973429
E2014,99000,54,2014-09-15,10-45,55.78011408990369,12.525864023365177
E2014,99000,780,2014-09-15,09-00,55.791295765864426,12.515153237840487
E2014,99000,780,2014-09-15,09-15,55.791290092940045,12.514916640099093
E2014,99000,780,2014-09-15,09-30,55.79105876581114,12.514943634821401
E2014,99000,780,2014-09-15,09-45,55.79078575523896,12.514651887309524
E2014,99000,780,2014-09-15,10-00,55.79088776119,12.514435635798487
E2014,99000,780,2014-09-15,10-15,55.79064680250957,12.51466500924164
E2014,99000,780,2014-09-15,10-30,55.79058014118853,12.514844504555656
E2014,99000,780,2014-09-15,10-45,55.79059630822519,12.514568747602658
E2014,99000,244,2014-09-15,09-00,55.787381669394904,12.514551002947835
E2014,99000,244,2014-09-15,09-15,55.78749929980661,12.514708842177017
E2014,99000,244,2014-09-15,09-30,55.78776199074178,12.514646972893873
E2014,99000,244,2014-09-15,09-45,55.788058140496965,12.51482508882993
E2014,99000,244,2014-09-15,10-00,55.78784602359585,12.51458093416208
E2014,99000,244,2014-09-15,10-15,55.788084483517665,12.514802293034245
E2014,99000,244,2014-09-15,10-30,55.78780492441555,12.514853064995798
E2014,99000,244,2014-09-15,10-45,55.78791171557702,12.515104103446946
E2014,99000,44,2014-09-15,09-00,55.78773392598698,12.512687631821032
E2014,99000,44,2014-09-15,09-15,55.78787940599428,12.512565478166666
E2014,99000,44,2014-09-15,09-30,55.788105315556976,12.512619854172392
E2014,99000,44,2014-09-15,09-45,55.78802219174569,12.512619595907658
E2014,99000,44,2014-09-15,10-00,55.788268759370695,12.512570793618066
E2014,99000,44,2014-09-15,10-15,55.78816189081075,12.512412935967127
E2014,99000,44,2014-09-15,10-30,55.78792933427861,12.512143943640321
E2014,99000,44,2014-09-15,10-45,55.78816086077169,12.512051017754768
E2014,99000,389,2014-09-22,09-00,55.783711356855044,12.513241346960154
E2014,99000,389,2014-09-22,09-15,55.78389355704089,12.513472514306132
E2014,99000,389,2014-09-22,09-30,55.78407043791976,12.513352922964826
E2014,99000,389,2014-09-22,09-45,55.78394948203124,12.513150437004565
E2014,99000,389,2014-09-22,10-00,55.78377739889528,12.513306950961633
E2014,99000,389,2014-09-22,10-15,55.78375920069121,12.513052678392848
E2014,99000,389,2014-09-22,10-30,55.784049558972505,12.513224941081189
E2014,99000,389,2014-09-22,10-45,55.783891272399615,12.513432423085113
E2014,99000,17,2014-09-22,09-00,55.78988872751315,12.512798646998746
E2014,99000,17,2014-09-22,09-15,55.78962388133345,12.512794064426288
E2014,99000,17,2014-09-22,09-30,55.78960463169967,12.51267730057875
E2014,99000,17,2014-09-22,09-45,55.78990298160083,12.512382331495767
E2014,99000,17,2014-09-22,10-00,55.789888624202426,12.512124332901653
E2014,99000,17,2014-09-22,10-15,55.789998511963766,12.511964304058353
E2014,99000,17,2014-09-22,10-30,55.7899892070746,12.511685457877741
E2014,99000,17,2014-09-22,10-45,55.790154470555414,12.511638443979756
E2014,99000,482,2014-09-22,09-00,55.7913830543399,12.510720348409262
E2014,99000,482,2014-09-22,09-15,55.79151702094134,12.510546986070056
E2014,99000,482,2014-09-22,09-30,55.791641853120076,12.510618972770764
E2014,99000,482,2014-09-22,09-45,55.791701136542926,12.510516428322159
E2014,99000,482,2014-09-22,10-00,55.79195740875249,12.5106790923964
E2014,99000,482,2014-09-22,10-15,55.792071100122826,12.51076097176745
E2014,99000,482,2014-09-22,10-30,55.79215942789191,12.510652985122178
E2014,99000,482,2014-09-22,10-45,55.79236649203056,12.510660973678826
E2014,99000,799,2014-09-22,09-00,55.78290816324405,12.525349097924508
E2014,99000,799,2014-09-22,09-15,55.7831405146618,12.525633874695847
E2014,99000,799,2014-09-22,09-30,55.78335240737092,12.52563776927873
E2014,99000,799,2014-09-22,09-45,55.78311720463558,12.52579486551114
